feature_fixed_acidity,feature_volatile_acidity,feature_citric_acid,feature_residual_sugar,feature_chlorides,feature_free_sulfur_dioxide,feature_total_sulfur_dioxide,feature_sulphates,feature_wine_type,intermediate_density,intermediate_ph,intermediate_alcohol,target_quality,ID_wine_type,ID_row
6.3,0.67,0.48,12.6,0.052,57.0,222.0,0.52,white,0.9979,3.17,9.3,6,white,1401
7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.5,white,0.994,3.3,11.1,8,white,1402
7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.64,white,0.9937,3.34,10.9,8,white,1403
9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.38,white,0.9938,2.9,11.6,5,white,1404
6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.35,white,0.9942,3.15,10.2,4,white,1405
8.2,0.22,0.36,6.8,0.034,12.0,90.0,0.38,white,0.9944,3.01,10.5,8,white,1406
7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.78,white,0.993,2.91,11.4,6,white,1407
7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.46,white,0.9986,3.04,8.9,7,white,1408
7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.41,white,0.9932,3.14,10.6,6,white,1409
7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.4,white,0.9934,3.31,11.6,6,white,1410
7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.46,white,0.9928,3.19,11.5,6,white,1411
6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.79,white,0.9925,3.25,12.3,8,white,1412
8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.41,white,0.9944,3.14,10.8,6,white,1413
5.8,0.17,0.3,1.4,0.037,55.0,130.0,0.38,white,0.9909,3.29,11.3,6,white,1414
5.9,0.415,0.02,0.8,0.038,22.0,63.0,0.36,white,0.9932,3.36,9.3,5,white,1415
6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.6,white,0.9934,3.36,10.0,6,white,1416
8.6,0.55,0.35,15.55,0.057,35.5,366.5,0.63,white,1.0001,3.04,11.0,3,white,1417
6.9,0.35,0.74,1.0,0.044,18.0,132.0,0.55,white,0.992,3.13,10.2,5,white,1418
7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.4,white,0.9916,3.07,10.8,7,white,1419
9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.34,white,0.998,3.1,10.1,4,white,1420
6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.37,white,0.9919,3.27,11.6,6,white,1421
5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.47,white,0.9925,3.32,9.1,5,white,1422
9.8,0.25,0.74,10.0,0.056,36.0,225.0,0.43,white,0.9977,3.06,10.0,4,white,1423
8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.41,white,0.9944,3.14,10.8,6,white,1424
6.8,0.22,0.49,0.9,0.052,26.0,128.0,0.35,white,0.991,3.25,11.4,6,white,1425
7.2,0.22,0.49,1.0,0.045,34.0,140.0,0.34,white,0.99,3.05,12.7,6,white,1426
7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.55,white,0.9917,3.13,11.3,5,white,1427
8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.68,white,0.9923,3.0,10.4,7,white,1428
6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.46,white,0.9928,3.3,9.6,5,white,1429
7.0,0.39,0.24,1.0,0.048,8.0,119.0,0.31,white,0.9923,3.0,10.1,4,white,1430
6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.46,white,0.9928,3.3,9.6,5,white,1431
6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.49,white,0.9902,3.1,12.1,7,white,1432
7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.33,white,0.9893,3.07,12.2,6,white,1433
7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.55,white,0.9917,3.13,11.3,5,white,1434
6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.5,white,0.9982,3.17,9.6,5,white,1435
8.5,0.56,0.74,17.85,0.051,51.0,243.0,0.7,white,1.0005,2.99,9.2,5,white,1436
8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.68,white,0.9923,3.0,10.4,7,white,1437
6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.34,white,0.9951,3.23,9.5,5,white,1438
6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.47,white,0.9956,3.16,8.9,5,white,1439
7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.44,white,0.998,3.03,8.8,5,white,1440
7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.35,white,0.9928,3.16,10.5,5,white,1441
8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.34,white,0.9938,3.08,9.4,5,white,1442
7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.4,white,0.9914,3.24,12.2,6,white,1443
7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.35,white,0.9955,3.14,11.3,6,white,1444
8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.42,white,0.9924,3.25,12.2,6,white,1445
6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.42,white,0.9911,3.38,12.2,6,white,1446
7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.47,white,0.9917,3.23,11.2,6,white,1447
7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.47,white,0.9917,3.23,11.2,6,white,1448
6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.27,white,0.9932,3.2,11.5,6,white,1449
7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.35,white,0.9955,3.14,11.3,6,white,1450
7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.42,white,0.9929,3.01,9.3,5,white,1451
7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.35,white,0.9955,3.14,11.3,6,white,1452
7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.38,white,0.9958,3.14,11.8,7,white,1453
8.3,0.21,0.49,19.8,0.054,50.0,231.0,0.54,white,1.0012,2.99,9.2,5,white,1454
6.9,0.34,0.74,11.2,0.069,44.0,150.0,0.81,white,0.9968,3.0,9.2,5,white,1455
6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.42,white,0.9911,3.38,12.2,6,white,1456
8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.42,white,0.9924,3.25,12.2,6,white,1457
7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.41,white,0.991,3.31,12.2,6,white,1458
7.9,0.11,0.49,4.5,0.048,27.0,133.0,0.42,white,0.9946,3.24,10.6,6,white,1459
8.5,0.17,0.74,3.6,0.05,29.0,128.0,0.4,white,0.9928,3.28,12.4,6,white,1460
6.4,0.145,0.49,5.4,0.048,54.0,164.0,0.44,white,0.9946,3.56,10.8,6,white,1461
7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.47,white,0.9917,3.23,11.2,6,white,1462
8.3,0.19,0.49,1.2,0.051,11.0,137.0,0.46,white,0.9918,3.06,11.0,6,white,1463
8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.27,white,0.9926,3.16,12.7,8,white,1464
7.0,0.2,0.74,0.8,0.044,19.0,163.0,0.53,white,0.9931,3.46,10.2,5,white,1465
6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.27,white,0.9932,3.2,11.5,6,white,1466
7.1,0.25,0.49,3.0,0.03,30.0,96.0,0.39,white,0.9903,3.13,12.3,7,white,1467
6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.39,white,0.9928,3.19,9.8,5,white,1468
7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.42,white,0.9929,3.01,9.3,5,white,1469
7.6,0.52,0.49,14.0,0.034,37.0,156.0,0.38,white,0.9958,3.14,11.8,7,white,1470
7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.35,white,0.9955,3.14,11.3,6,white,1471
7.8,0.21,0.49,1.35,0.052,6.0,48.0,0.28,white,0.9911,3.15,11.4,5,white,1472
7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.48,white,0.9938,3.21,10.8,6,white,1473
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.48,white,0.9942,2.99,9.5,4,white,1474
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.44,white,0.9945,3.46,10.2,6,white,1475
7.1,0.85,0.49,8.7,0.028,40.0,184.0,0.36,white,0.9962,3.22,10.7,5,white,1476
7.6,0.51,0.24,1.2,0.04,10.0,104.0,0.29,white,0.992,3.05,10.8,6,white,1477
7.9,0.22,0.24,4.6,0.044,39.0,159.0,0.28,white,0.9927,2.99,11.5,6,white,1478
7.7,0.16,0.49,2.0,0.056,20.0,124.0,0.49,white,0.9948,3.32,10.7,6,white,1479
7.2,0.08,0.49,1.3,0.05,18.0,148.0,0.44,white,0.9945,3.46,10.2,6,white,1480
6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.6,white,0.9942,3.37,10.1,6,white,1481
6.7,0.16,0.49,2.4,0.046,57.0,187.0,0.81,white,0.9952,3.62,10.4,6,white,1482
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.48,white,0.9942,2.99,9.5,4,white,1483
7.5,0.32,0.24,4.6,0.053,8.0,134.0,0.5,white,0.9958,3.14,9.1,3,white,1484
7.4,0.28,0.49,1.5,0.034,20.0,126.0,0.39,white,0.9918,2.98,10.6,6,white,1485
6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.7,white,0.9932,3.3,9.4,6,white,1486
6.7,0.25,0.74,19.4,0.054,44.0,169.0,0.45,white,1.0004,3.51,9.8,6,white,1487
6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.54,white,0.9972,3.18,9.5,6,white,1488
7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.41,white,0.9998,2.99,9.3,5,white,1489
5.6,0.185,0.49,1.1,0.03,28.0,117.0,0.45,white,0.9918,3.55,10.3,6,white,1490
7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.62,white,0.9918,3.06,11.1,5,white,1491
8.0,0.3,0.49,9.4,0.046,47.0,188.0,0.48,white,0.9964,3.14,10.0,5,white,1492
8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.38,white,0.9936,3.13,12.3,8,white,1493
7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.38,white,0.9931,3.14,12.4,8,white,1494
7.6,0.29,0.49,9.6,0.03,45.0,197.0,0.38,white,0.9938,3.13,12.3,7,white,1495
6.7,0.62,0.24,1.1,0.039,6.0,62.0,0.32,white,0.9934,3.41,10.4,5,white,1496
6.8,0.27,0.49,1.2,0.044,35.0,126.0,0.48,white,0.99,3.13,12.1,7,white,1497
7.7,0.27,0.49,1.8,0.041,23.0,86.0,0.42,white,0.9914,3.16,12.5,6,white,1498
6.7,0.51,0.24,2.1,0.043,14.0,155.0,0.6,white,0.9904,3.22,13.0,6,white,1499
7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.32,white,0.994,2.99,11.0,7,white,1500
8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.37,white,0.9938,3.05,10.1,5,white,1501
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.36,white,0.9933,3.13,9.2,5,white,1502
6.8,0.36,0.24,4.6,0.039,24.0,124.0,0.34,white,0.9909,3.27,12.6,7,white,1503
7.0,0.17,0.74,12.8,0.045,24.0,126.0,0.38,white,0.9942,3.26,12.2,8,white,1504
9.2,0.18,0.49,1.5,0.041,39.0,130.0,0.49,white,0.9945,3.04,9.8,7,white,1505
8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.52,white,0.9954,3.1,11.0,6,white,1506
7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.64,white,0.996,3.22,10.0,6,white,1507
6.8,0.21,0.49,14.5,0.06,50.0,170.0,0.44,white,0.9991,3.55,9.8,6,white,1508
7.9,0.2,0.49,1.6,0.053,15.0,144.0,0.47,white,0.993,3.16,10.5,5,white,1509
8.0,0.18,0.49,1.8,0.061,10.0,145.0,0.48,white,0.9942,3.23,10.0,5,white,1510
8.8,0.23,0.74,3.2,0.042,15.0,126.0,0.51,white,0.9934,3.02,11.2,6,white,1511
7.3,0.22,0.49,9.4,0.034,29.0,134.0,0.32,white,0.9939,2.99,11.0,7,white,1512
7.3,0.22,0.49,9.9,0.031,48.0,161.0,0.28,white,0.9937,3.01,11.2,6,white,1513
7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.32,white,0.994,2.99,11.0,7,white,1514
7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.77,white,0.9926,3.14,10.5,6,white,1515
8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.33,white,0.9951,3.02,10.6,6,white,1516
8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.33,white,0.9952,3.02,10.6,6,white,1517
8.4,0.23,0.49,7.8,0.035,22.0,95.0,0.34,white,0.9935,3.04,12.0,6,white,1518
8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.37,white,0.9938,3.05,10.1,5,white,1519
8.3,0.2,0.49,1.7,0.038,38.0,167.0,0.37,white,0.9939,3.05,10.1,6,white,1520
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.36,white,0.9933,3.13,9.2,5,white,1521
6.9,0.21,0.49,1.4,0.041,15.0,164.0,0.63,white,0.9927,3.25,11.0,5,white,1522
8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.49,white,0.998,3.34,10.0,6,white,1523
6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.39,white,0.9997,3.28,8.7,6,white,1524
7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.44,white,0.9981,3.04,8.7,5,white,1525
14.2,0.27,0.49,1.1,0.037,33.0,156.0,0.54,white,0.992,3.15,11.1,6,white,1526
7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.55,white,0.9954,3.04,11.0,6,white,1527
7.4,0.27,0.49,1.1,0.037,33.0,156.0,0.54,white,0.992,3.15,11.1,6,white,1528
6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.39,white,0.9997,3.28,8.7,6,white,1529
7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.44,white,0.9981,3.04,8.7,5,white,1530
8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.3,white,0.9943,3.1,11.2,7,white,1531
7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.3,white,0.9941,3.14,11.1,7,white,1532
7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.54,white,0.9936,3.24,10.8,6,white,1533
7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.67,white,0.9996,3.38,9.0,6,white,1534
8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.4,white,0.9932,3.03,10.3,6,white,1535
8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.32,white,0.9926,2.91,9.9,5,white,1536
8.1,0.28,0.49,1.0,0.04,32.0,148.0,0.41,white,0.9936,3.13,10.0,6,white,1537
6.0,0.17,0.49,1.0,0.034,26.0,106.0,0.42,white,0.992,3.21,9.8,6,white,1538
7.3,0.26,0.49,5.0,0.028,32.0,107.0,0.54,white,0.9936,3.24,10.8,6,white,1539
7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.67,white,0.9996,3.38,9.0,6,white,1540
7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.32,white,0.993,3.16,9.1,4,white,1541
7.2,0.16,0.49,1.3,0.037,27.0,104.0,0.57,white,0.9924,3.23,10.6,6,white,1542
7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.72,white,0.9928,3.2,10.6,6,white,1543
8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.32,white,0.9926,2.91,9.9,5,white,1544
7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.47,white,0.9952,3.18,10.6,6,white,1545
6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.45,white,0.9945,3.13,9.9,6,white,1546
6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.45,white,0.9945,3.12,9.9,6,white,1547
7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.59,white,0.9903,3.34,12.8,6,white,1548
8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.4,white,0.9932,3.03,10.3,6,white,1549
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.48,white,0.9953,3.18,10.6,6,white,1550
6.6,0.19,0.99,1.2,0.122,45.0,129.0,0.31,white,0.9936,3.09,8.7,6,white,1551
7.3,0.21,0.49,1.8,0.038,44.0,152.0,0.44,white,0.9912,3.32,12.6,7,white,1552
6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.63,white,0.9962,3.43,11.0,7,white,1553
7.9,0.42,0.49,8.2,0.056,32.0,164.0,0.6,white,0.9965,3.29,11.2,7,white,1554
6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.57,white,0.9932,3.45,10.7,7,white,1555
7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.58,white,0.9967,3.08,9.6,6,white,1556
7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.48,white,0.9953,3.18,10.6,6,white,1557
6.2,0.43,0.49,6.4,0.045,12.0,115.0,0.57,white,0.9963,3.27,9.0,4,white,1558
8.8,0.35,0.49,1.0,0.036,14.0,56.0,0.33,white,0.992,2.96,10.5,4,white,1559
7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.52,white,0.991,3.29,12.8,6,white,1560
9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.46,white,0.9958,3.15,10.1,5,white,1561
7.1,0.34,0.49,1.5,0.027,26.0,126.0,0.33,white,0.99,3.3,12.2,7,white,1562
7.8,0.3,0.74,1.8,0.033,33.0,156.0,0.52,white,0.991,3.29,12.8,6,white,1563
9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.46,white,0.9958,3.15,10.1,5,white,1564
8.5,0.19,0.49,3.5,0.044,29.0,117.0,0.51,white,0.9938,3.14,10.1,6,white,1565
7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.41,white,0.9996,3.06,9.2,5,white,1566
7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.44,white,0.9946,3.33,9.9,5,white,1567
7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.58,white,0.9974,3.52,9.7,6,white,1568
6.7,0.3,0.74,5.0,0.038,35.0,157.0,0.46,white,0.9945,3.21,9.9,5,white,1569
6.6,0.3,0.74,4.6,0.041,36.0,159.0,0.45,white,0.9946,3.21,9.9,5,white,1570
7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.58,white,0.9974,3.52,9.7,6,white,1571
6.9,0.22,0.49,7.0,0.063,50.0,168.0,0.5,white,0.9957,3.54,10.3,6,white,1572
7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.35,white,0.9931,3.16,10.3,5,white,1573
8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.34,white,0.9947,2.88,10.5,4,white,1574
6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.76,white,0.9953,3.63,10.5,6,white,1575
6.2,0.27,0.49,1.4,0.05,20.0,74.0,0.44,white,0.9931,3.32,9.8,6,white,1576
7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.58,white,0.9946,3.31,10.6,4,white,1577
6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.68,white,0.9978,3.58,10.1,5,white,1578
7.6,0.31,0.49,13.4,0.062,50.0,191.0,0.53,white,0.9989,3.22,9.0,4,white,1579
9.8,0.31,0.49,15.4,0.046,13.0,119.0,0.45,white,1.0004,3.18,9.5,5,white,1580
9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.32,white,0.9938,2.94,11.5,6,white,1581
8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.33,white,0.9934,3.03,11.9,7,white,1582
6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.68,white,0.9978,3.58,10.1,5,white,1583
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.42,white,0.9956,3.21,9.2,6,white,1584
7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.4,white,0.9982,3.02,8.7,5,white,1585
9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.46,white,0.9948,3.11,9.8,5,white,1586
6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.42,white,0.9956,3.21,9.2,6,white,1587
7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.4,white,0.9982,3.02,8.7,5,white,1588
7.0,0.27,0.74,1.5,0.036,27.0,122.0,0.48,white,0.9926,3.35,11.2,6,white,1589
7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.82,white,0.991,3.08,12.3,6,white,1590
6.4,0.12,0.49,6.4,0.042,49.0,161.0,0.44,white,0.9945,3.34,10.4,6,white,1591
6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.41,white,0.9916,3.13,10.7,6,white,1592
8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.59,white,0.9953,3.13,10.5,6,white,1593
7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.4,white,0.9938,2.95,9.4,6,white,1594
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.43,white,0.9956,3.24,9.2,6,white,1595
6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.3,white,0.9906,3.15,11.9,5,white,1596
6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.43,white,0.9956,3.24,9.2,6,white,1597
6.3,0.24,0.74,1.4,0.172,24.0,108.0,0.39,white,0.9932,3.27,9.9,6,white,1598
6.7,0.33,0.49,1.6,0.167,20.0,94.0,0.5,white,0.9914,3.11,11.4,6,white,1599
7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.4,white,0.9938,2.95,9.4,6,white,1600
8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.52,white,0.996,3.08,10.7,6,white,1601
5.6,0.39,0.24,4.7,0.034,27.0,77.0,0.36,white,0.9906,3.28,12.7,5,white,1602
5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.5,white,0.98815,3.32,13.5,7,white,1603
6.7,0.41,0.01,2.8,0.048,39.0,137.0,0.35,white,0.9942,3.24,9.5,5,white,1604
7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.42,white,0.9903,3.37,12.9,9,white,1605
7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.46,white,0.9906,3.07,12.5,6,white,1606
5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.38,white,0.9935,3.34,9.5,7,white,1607
6.9,0.27,0.49,23.5,0.057,59.0,235.0,0.47,white,1.0024,2.98,8.6,5,white,1608
8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.46,white,0.9968,3.09,10.0,7,white,1609
7.5,0.32,0.49,1.7,0.031,44.0,109.0,0.46,white,0.9906,3.07,12.5,6,white,1610
8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.34,white,0.9941,3.12,10.1,6,white,1611
7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.32,white,0.9919,3.03,11.3,7,white,1612
8.0,0.14,0.49,1.5,0.035,42.0,120.0,0.4,white,0.9928,3.26,10.6,7,white,1613
8.0,0.29,0.49,11.7,0.035,40.0,131.0,0.34,white,0.9958,3.14,10.8,5,white,1614
7.5,0.19,0.49,1.6,0.047,42.0,140.0,0.47,white,0.9932,3.4,10.7,6,white,1615
6.9,0.34,0.49,7.3,0.045,61.0,206.0,0.4,white,0.9957,3.09,9.0,6,white,1616
6.2,0.2,0.49,1.6,0.065,17.0,143.0,0.52,white,0.9937,3.22,9.2,6,white,1617
6.4,0.37,0.49,13.3,0.045,53.0,243.0,0.48,white,0.9982,3.14,8.5,6,white,1618
6.2,0.22,0.49,6.0,0.029,31.0,128.0,0.36,white,0.9928,3.41,11.3,8,white,1619
7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.32,white,0.9919,3.03,11.3,7,white,1620
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.34,white,0.9956,3.13,9.4,5,white,1621
6.5,0.44,0.49,7.7,0.045,16.0,169.0,0.37,white,0.9957,3.11,8.7,6,white,1622
7.0,0.14,0.49,5.9,0.053,22.0,118.0,0.36,white,0.9954,3.36,9.4,6,white,1623
9.0,0.17,0.49,1.0,0.039,46.0,131.0,0.51,white,0.993,3.09,10.5,7,white,1624
6.4,0.26,0.49,6.4,0.037,37.0,161.0,0.53,white,0.9954,3.38,9.7,6,white,1625
9.0,0.22,0.49,10.4,0.048,52.0,195.0,0.44,white,0.9987,3.31,10.2,6,white,1626
8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.34,white,0.9956,3.13,9.4,5,white,1627
8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.35,white,0.9928,3.19,11.5,6,white,1628
7.8,0.15,0.24,7.7,0.047,21.0,98.0,0.31,white,0.9951,2.94,9.6,6,white,1629
6.9,0.25,0.24,1.8,0.053,6.0,121.0,0.7,white,0.993,3.23,11.4,5,white,1630
8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.35,white,0.9928,3.19,11.5,6,white,1631
7.1,0.28,0.49,6.5,0.041,28.0,111.0,0.58,white,0.9926,3.41,12.2,8,white,1632
7.4,0.19,0.49,6.7,0.037,15.0,110.0,0.38,white,0.9938,3.2,11.0,7,white,1633
8.3,0.25,0.49,16.8,0.048,50.0,228.0,0.52,white,1.0001,3.03,9.2,6,white,1634
7.5,0.14,0.74,1.6,0.035,21.0,126.0,0.45,white,0.9933,3.26,10.2,6,white,1635
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.33,white,0.9952,3.21,10.0,5,white,1636
8.1,0.12,0.49,1.2,0.042,43.0,160.0,0.48,white,0.9934,3.13,9.7,6,white,1637
7.6,0.47,0.49,13.0,0.239,42.0,220.0,0.51,white,0.9988,2.96,9.2,5,white,1638
7.9,0.22,0.49,3.8,0.042,26.0,105.0,0.39,white,0.993,3.1,10.5,5,white,1639
7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.33,white,0.9952,3.21,10.0,5,white,1640
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.52,white,0.9948,3.27,10.1,6,white,1641
7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.36,white,0.9998,3.42,9.1,7,white,1642
8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.57,white,0.9971,3.09,10.2,7,white,1643
7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.36,white,0.9998,3.42,9.1,7,white,1644
7.5,0.24,0.49,9.4,0.048,50.0,149.0,0.59,white,0.9962,3.17,10.5,7,white,1645
6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.52,white,0.9948,3.27,10.1,6,white,1646
7.8,0.21,0.49,1.2,0.036,20.0,99.0,0.28,white,0.99,3.05,12.1,7,white,1647
7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.59,white,0.9942,3.4,10.2,5,white,1648
6.9,0.26,0.49,1.6,0.058,39.0,166.0,0.52,white,0.9965,3.65,9.4,4,white,1649
7.6,0.31,0.49,3.95,0.044,27.0,131.0,0.67,white,0.9912,3.08,12.8,7,white,1650
6.4,0.42,0.74,12.8,0.076,48.0,209.0,0.58,white,0.9978,3.12,9.0,6,white,1651
8.2,0.29,0.49,1.0,0.044,29.0,118.0,0.36,white,0.9928,3.24,10.9,4,white,1652
7.9,0.33,0.28,31.6,0.053,35.0,176.0,0.38,white,1.0103,3.15,8.8,6,white,1653
6.6,0.46,0.49,7.4,0.052,19.0,184.0,0.38,white,0.9956,3.11,9.0,5,white,1654
7.8,0.28,0.49,1.3,0.046,27.0,142.0,0.59,white,0.9936,3.09,10.2,5,white,1655
5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.48,white,0.9929,3.19,9.2,5,white,1656
7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.58,white,0.9966,3.26,11.3,6,white,1657
